session_id,customer_cluster,behavior_segment,Revenue
326,1,Moderate Interest Visitors,False
327,0,Low Engagement Browsers,False
328,1,Moderate Interest Visitors,False
329,1,Moderate Interest Visitors,False
330,1,Moderate Interest Visitors,False
331,2,High-Value Intent Users,False
332,1,Moderate Interest Visitors,False
333,1,Moderate Interest Visitors,False
334,1,Moderate Interest Visitors,False
335,1,Moderate Interest Visitors,False
336,1,Moderate Interest Visitors,False
337,1,Moderate Interest Visitors,False
338,0,Low Engagement Browsers,False
339,0,Low Engagement Browsers,False
340,1,Moderate Interest Visitors,False
341,0,Low Engagement Browsers,False
342,1,Moderate Interest Visitors,False
343,1,Moderate Interest Visitors,False
344,1,Moderate Interest Visitors,False
345,1,Moderate Interest Visitors,False
346,1,Moderate Interest Visitors,False
347,1,Moderate Interest Visitors,False
348,1,Moderate Interest Visitors,False
349,1,Moderate Interest Visitors,False
350,2,High-Value Intent Users,False
351,1,Moderate Interest Visitors,False
352,1,Moderate Interest Visitors,True
353,0,Low Engagement Browsers,False
354,1,Moderate Interest Visitors,False
355,1,Moderate Interest Visitors,False
356,0,Low Engagement Browsers,False
357,1,Moderate Interest Visitors,False
358,1,Moderate Interest Visitors,False
359,1,Moderate Interest Visitors,False
360,1,Moderate Interest Visitors,False
361,1,Moderate Interest Visitors,False
362,1,Moderate Interest Visitors,True
363,1,Moderate Interest Visitors,False
364,1,Moderate Interest Visitors,False
365,1,Moderate Interest Visitors,False
366,1,Moderate Interest Visitors,False
367,1,Moderate Interest Visitors,False
368,1,Moderate Interest Visitors,False
369,1,Moderate Interest Visitors,False
370,2,High-Value Intent Users,False
371,1,Moderate Interest Visitors,False
372,1,Moderate Interest Visitors,False
373,1,Moderate Interest Visitors,False
374,1,Moderate Interest Visitors,False
375,1,Moderate Interest Visitors,False
376,1,Moderate Interest Visitors,True
377,1,Moderate Interest Visitors,False
378,0,Low Engagement Browsers,False
379,1,Moderate Interest Visitors,False
380,0,Low Engagement Browsers,False
381,2,High-Value Intent Users,False
382,1,Moderate Interest Visitors,False
383,1,Moderate Interest Visitors,False
384,1,Moderate Interest Visitors,False
385,1,Moderate Interest Visitors,False
386,1,Moderate Interest Visitors,False
387,1,Moderate Interest Visitors,True
388,1,Moderate Interest Visitors,False
389,1,Moderate Interest Visitors,False
390,1,Moderate Interest Visitors,False
391,1,Moderate Interest Visitors,False
392,1,Moderate Interest Visitors,False
393,1,Moderate Interest Visitors,False
394,1,Moderate Interest Visitors,False
395,0,Low Engagement Browsers,False
396,2,High-Value Intent Users,True
397,1,Moderate Interest Visitors,True
398,1,Moderate Interest Visitors,False
399,2,High-Value Intent Users,False
400,1,Moderate Interest Visitors,False
401,1,Moderate Interest Visitors,False
402,1,Moderate Interest Visitors,False
403,1,Moderate Interest Visitors,False
404,1,Moderate Interest Visitors,False
405,2,High-Value Intent Users,True
406,1,Moderate Interest Visitors,False
407,1,Moderate Interest Visitors,False
408,1,Moderate Interest Visitors,False
409,1,Moderate Interest Visitors,False
410,1,Moderate Interest Visitors,False
411,1,Moderate Interest Visitors,False
412,1,Moderate Interest Visitors,False
413,1,Moderate Interest Visitors,True
414,1,Moderate Interest Visitors,False
415,1,Moderate Interest Visitors,False
416,1,Moderate Interest Visitors,False
417,0,Low Engagement Browsers,False
418,1,Moderate Interest Visitors,False
419,1,Moderate Interest Visitors,False
420,2,High-Value Intent Users,True
421,1,Moderate Interest Visitors,False
422,0,Low Engagement Browsers,False
423,1,Moderate Interest Visitors,False
424,1,Moderate Interest Visitors,False
425,0,Low Engagement Browsers,False
426,1,Moderate Interest Visitors,False
427,1,Moderate Interest Visitors,False
428,1,Moderate Interest Visitors,False
429,1,Moderate Interest Visitors,False
430,1,Moderate Interest Visitors,False
431,1,Moderate Interest Visitors,False
432,1,Moderate Interest Visitors,False
433,1,Moderate Interest Visitors,False
434,1,Moderate Interest Visitors,False
435,1,Moderate Interest Visitors,False
436,1,Moderate Interest Visitors,False
437,1,Moderate Interest Visitors,False
438,1,Moderate Interest Visitors,False
439,1,Moderate Interest Visitors,False
440,1,Moderate Interest Visitors,False
441,1,Moderate Interest Visitors,False
442,1,Moderate Interest Visitors,False
443,1,Moderate Interest Visitors,False
444,1,Moderate Interest Visitors,False
445,1,Moderate Interest Visitors,False
446,1,Moderate Interest Visitors,False
447,1,Moderate Interest Visitors,False
448,1,Moderate Interest Visitors,False
449,1,Moderate Interest Visitors,False
450,1,Moderate Interest Visitors,False
451,1,Moderate Interest Visitors,False
452,1,Moderate Interest Visitors,True
453,0,Low Engagement Browsers,False
454,1,Moderate Interest Visitors,False
455,1,Moderate Interest Visitors,False
456,1,Moderate Interest Visitors,False
457,1,Moderate Interest Visitors,False
458,1,Moderate Interest Visitors,False
459,1,Moderate Interest Visitors,False
460,1,Moderate Interest Visitors,False
461,1,Moderate Interest Visitors,False
462,1,Moderate Interest Visitors,False
463,0,Low Engagement Browsers,False
464,1,Moderate Interest Visitors,False
465,1,Moderate Interest Visitors,False
466,0,Low Engagement Browsers,False
467,0,Low Engagement Browsers,False
468,1,Moderate Interest Visitors,False
469,1,Moderate Interest Visitors,False
470,1,Moderate Interest Visitors,False
471,1,Moderate Interest Visitors,False
472,2,High-Value Intent Users,False
473,2,High-Value Intent Users,False
474,0,Low Engagement Browsers,False
475,1,Moderate Interest Visitors,False
476,1,Moderate Interest Visitors,False
477,1,Moderate Interest Visitors,False
478,1,Moderate Interest Visitors,False
479,1,Moderate Interest Visitors,False
480,1,Moderate Interest Visitors,False
481,1,Moderate Interest Visitors,False
482,1,Moderate Interest Visitors,False
483,1,Moderate Interest Visitors,False
484,1,Moderate Interest Visitors,False
485,1,Moderate Interest Visitors,False
486,1,Moderate Interest Visitors,False
487,1,Moderate Interest Visitors,False
488,1,Moderate Interest Visitors,False
489,1,Moderate Interest Visitors,False
490,2,High-Value Intent Users,False
491,1,Moderate Interest Visitors,False
492,1,Moderate Interest Visitors,False
493,2,High-Value Intent Users,False
494,1,Moderate Interest Visitors,False
495,1,Moderate Interest Visitors,False
496,2,High-Value Intent Users,False
497,1,Moderate Interest Visitors,True
498,1,Moderate Interest Visitors,False
499,1,Moderate Interest Visitors,False
500,1,Moderate Interest Visitors,False
501,1,Moderate Interest Visitors,False
502,1,Moderate Interest Visitors,False
503,1,Moderate Interest Visitors,False
504,2,High-Value Intent Users,True
505,2,High-Value Intent Users,False
506,2,High-Value Intent Users,False
507,1,Moderate Interest Visitors,False
508,0,Low Engagement Browsers,False
509,1,Moderate Interest Visitors,False
510,1,Moderate Interest Visitors,False
511,1,Moderate Interest Visitors,False
512,1,Moderate Interest Visitors,False
513,1,Moderate Interest Visitors,False
514,1,Moderate Interest Visitors,False
515,1,Moderate Interest Visitors,False
516,1,Moderate Interest Visitors,False
517,1,Moderate Interest Visitors,False
518,1,Moderate Interest Visitors,False
519,1,Moderate Interest Visitors,False
520,1,Moderate Interest Visitors,False
521,1,Moderate Interest Visitors,False
522,1,Moderate Interest Visitors,False
523,1,Moderate Interest Visitors,False
524,1,Moderate Interest Visitors,False
525,0,Low Engagement Browsers,False
526,1,Moderate Interest Visitors,False
527,1,Moderate Interest Visitors,False
528,1,Moderate Interest Visitors,False
529,2,High-Value Intent Users,False
530,1,Moderate Interest Visitors,False
531,1,Moderate Interest Visitors,False
532,1,Moderate Interest Visitors,False
533,1,Moderate Interest Visitors,False
534,1,Moderate Interest Visitors,False
535,1,Moderate Interest Visitors,False
536,2,High-Value Intent Users,False
537,1,Moderate Interest Visitors,False
538,1,Moderate Interest Visitors,False
539,1,Moderate Interest Visitors,False
540,1,Moderate Interest Visitors,False
541,1,Moderate Interest Visitors,False
542,1,Moderate Interest Visitors,False
543,1,Moderate Interest Visitors,False
544,1,Moderate Interest Visitors,False
545,1,Moderate Interest Visitors,False
546,1,Moderate Interest Visitors,False
547,1,Moderate Interest Visitors,False
548,1,Moderate Interest Visitors,False
549,1,Moderate Interest Visitors,False
550,1,Moderate Interest Visitors,False
551,1,Moderate Interest Visitors,False
552,1,Moderate Interest Visitors,False
553,1,Moderate Interest Visitors,False
554,1,Moderate Interest Visitors,False
555,1,Moderate Interest Visitors,False
556,1,Moderate Interest Visitors,False
557,1,Moderate Interest Visitors,False
558,1,Moderate Interest Visitors,False
559,0,Low Engagement Browsers,False
560,1,Moderate Interest Visitors,False
561,1,Moderate Interest Visitors,False
562,1,Moderate Interest Visitors,False
563,1,Moderate Interest Visitors,False
564,1,Moderate Interest Visitors,False
565,2,High-Value Intent Users,False
566,2,High-Value Intent Users,False
567,1,Moderate Interest Visitors,False
568,0,Low Engagement Browsers,False
569,1,Moderate Interest Visitors,False
570,1,Moderate Interest Visitors,False
571,1,Moderate Interest Visitors,False
572,1,Moderate Interest Visitors,False
573,1,Moderate Interest Visitors,False
574,1,Moderate Interest Visitors,False
575,1,Moderate Interest Visitors,False
576,0,Low Engagement Browsers,False
577,1,Moderate Interest Visitors,False
578,1,Moderate Interest Visitors,True
579,1,Moderate Interest Visitors,False
580,1,Moderate Interest Visitors,False
581,0,Low Engagement Browsers,False
582,1,Moderate Interest Visitors,False
583,1,Moderate Interest Visitors,False
584,1,Moderate Interest Visitors,False
585,1,Moderate Interest Visitors,False
586,1,Moderate Interest Visitors,False
587,1,Moderate Interest Visitors,False
588,1,Moderate Interest Visitors,False
589,1,Moderate Interest Visitors,False
590,1,Moderate Interest Visitors,False
591,1,Moderate Interest Visitors,True
592,1,Moderate Interest Visitors,False
593,1,Moderate Interest Visitors,True
594,1,Moderate Interest Visitors,False
595,1,Moderate Interest Visitors,False
596,1,Moderate Interest Visitors,False
597,1,Moderate Interest Visitors,False
598,1,Moderate Interest Visitors,False
599,1,Moderate Interest Visitors,True
600,2,High-Value Intent Users,True
601,2,High-Value Intent Users,False
602,2,High-Value Intent Users,True
603,1,Moderate Interest Visitors,False
604,1,Moderate Interest Visitors,True
605,1,Moderate Interest Visitors,False
606,1,Moderate Interest Visitors,False
607,1,Moderate Interest Visitors,False
608,2,High-Value Intent Users,False
609,2,High-Value Intent Users,False
610,1,Moderate Interest Visitors,False
611,1,Moderate Interest Visitors,True
612,1,Moderate Interest Visitors,False
613,0,Low Engagement Browsers,False
614,1,Moderate Interest Visitors,False
615,1,Moderate Interest Visitors,False
616,1,Moderate Interest Visitors,False
617,1,Moderate Interest Visitors,False
618,1,Moderate Interest Visitors,False
619,1,Moderate Interest Visitors,False
620,1,Moderate Interest Visitors,False
621,1,Moderate Interest Visitors,False
622,1,Moderate Interest Visitors,False
623,1,Moderate Interest Visitors,True
624,1,Moderate Interest Visitors,False
625,2,High-Value Intent Users,False
626,0,Low Engagement Browsers,False
627,1,Moderate Interest Visitors,True
628,0,Low Engagement Browsers,False
629,1,Moderate Interest Visitors,False
630,1,Moderate Interest Visitors,False
631,2,High-Value Intent Users,True
632,1,Moderate Interest Visitors,False
633,1,Moderate Interest Visitors,False
634,1,Moderate Interest Visitors,False
635,1,Moderate Interest Visitors,False
636,1,Moderate Interest Visitors,False
637,1,Moderate Interest Visitors,True
638,1,Moderate Interest Visitors,False
639,1,Moderate Interest Visitors,False
640,1,Moderate Interest Visitors,False
641,1,Moderate Interest Visitors,False
642,1,Moderate Interest Visitors,True
643,1,Moderate Interest Visitors,False
644,1,Moderate Interest Visitors,False
645,1,Moderate Interest Visitors,False
646,1,Moderate Interest Visitors,False
647,1,Moderate Interest Visitors,False
648,0,Low Engagement Browsers,False
649,1,Moderate Interest Visitors,False
650,1,Moderate Interest Visitors,False
651,1,Moderate Interest Visitors,False
652,1,Moderate Interest Visitors,False
653,1,Moderate Interest Visitors,False
654,1,Moderate Interest Visitors,True
655,1,Moderate Interest Visitors,False
656,1,Moderate Interest Visitors,False
657,1,Moderate Interest Visitors,False
658,1,Moderate Interest Visitors,False
659,0,Low Engagement Browsers,False
660,1,Moderate Interest Visitors,False
661,1,Moderate Interest Visitors,False
662,1,Moderate Interest Visitors,False
663,1,Moderate Interest Visitors,False
664,1,Moderate Interest Visitors,False
665,1,Moderate Interest Visitors,False
666,1,Moderate Interest Visitors,False
667,1,Moderate Interest Visitors,False
668,1,Moderate Interest Visitors,False
669,1,Moderate Interest Visitors,False
670,1,Moderate Interest Visitors,False
671,1,Moderate Interest Visitors,True
672,1,Moderate Interest Visitors,False
673,1,Moderate Interest Visitors,False
674,1,Moderate Interest Visitors,False
675,1,Moderate Interest Visitors,False
676,1,Moderate Interest Visitors,False
677,1,Moderate Interest Visitors,False
678,2,High-Value Intent Users,False
679,1,Moderate Interest Visitors,False
680,1,Moderate Interest Visitors,False
681,1,Moderate Interest Visitors,False
682,1,Moderate Interest Visitors,False
683,2,High-Value Intent Users,True
684,1,Moderate Interest Visitors,True
685,2,High-Value Intent Users,False
686,1,Moderate Interest Visitors,True
687,2,High-Value Intent Users,False
688,1,Moderate Interest Visitors,False
689,1,Moderate Interest Visitors,False
690,1,Moderate Interest Visitors,False
691,1,Moderate Interest Visitors,True
692,1,Moderate Interest Visitors,False
693,2,High-Value Intent Users,True
694,1,Moderate Interest Visitors,False
695,1,Moderate Interest Visitors,False
696,1,Moderate Interest Visitors,False
697,1,Moderate Interest Visitors,False
698,0,Low Engagement Browsers,False
699,1,Moderate Interest Visitors,False
700,1,Moderate Interest Visitors,False
701,1,Moderate Interest Visitors,False
702,1,Moderate Interest Visitors,False
703,1,Moderate Interest Visitors,False
704,1,Moderate Interest Visitors,False
705,1,Moderate Interest Visitors,False
706,1,Moderate Interest Visitors,False
707,1,Moderate Interest Visitors,False
708,1,Moderate Interest Visitors,False
709,1,Moderate Interest Visitors,False
710,2,High-Value Intent Users,True
711,1,Moderate Interest Visitors,False
712,0,Low Engagement Browsers,False
713,1,Moderate Interest Visitors,False
714,1,Moderate Interest Visitors,False
715,0,Low Engagement Browsers,False
716,1,Moderate Interest Visitors,False
717,1,Moderate Interest Visitors,False
718,1,Moderate Interest Visitors,False
719,1,Moderate Interest Visitors,False
720,1,Moderate Interest Visitors,False
721,1,Moderate Interest Visitors,False
722,1,Moderate Interest Visitors,False
723,1,Moderate Interest Visitors,True
724,1,Moderate Interest Visitors,False
725,1,Moderate Interest Visitors,False
726,1,Moderate Interest Visitors,False
727,1,Moderate Interest Visitors,False
728,2,High-Value Intent Users,False
729,1,Moderate Interest Visitors,False
730,1,Moderate Interest Visitors,False
731,0,Low Engagement Browsers,False
732,1,Moderate Interest Visitors,False
733,1,Moderate Interest Visitors,False
734,1,Moderate Interest Visitors,False
735,1,Moderate Interest Visitors,False
736,1,Moderate Interest Visitors,False
737,1,Moderate Interest Visitors,False
738,1,Moderate Interest Visitors,True
739,1,Moderate Interest Visitors,False
740,1,Moderate Interest Visitors,True
741,1,Moderate Interest Visitors,False
742,1,Moderate Interest Visitors,False
743,1,Moderate Interest Visitors,False
744,1,Moderate Interest Visitors,False
745,1,Moderate Interest Visitors,False
746,1,Moderate Interest Visitors,True
747,1,Moderate Interest Visitors,False
748,2,High-Value Intent Users,True
749,1,Moderate Interest Visitors,False
750,1,Moderate Interest Visitors,False
751,0,Low Engagement Browsers,False
752,1,Moderate Interest Visitors,False
753,1,Moderate Interest Visitors,False
754,1,Moderate Interest Visitors,False
755,1,Moderate Interest Visitors,False
756,1,Moderate Interest Visitors,False
757,2,High-Value Intent Users,False
758,1,Moderate Interest Visitors,False
759,1,Moderate Interest Visitors,False
760,2,High-Value Intent Users,True
761,1,Moderate Interest Visitors,False
762,1,Moderate Interest Visitors,False
763,1,Moderate Interest Visitors,False
764,2,High-Value Intent Users,False
765,1,Moderate Interest Visitors,False
766,1,Moderate Interest Visitors,True
767,1,Moderate Interest Visitors,False
768,1,Moderate Interest Visitors,False
769,1,Moderate Interest Visitors,False
770,1,Moderate Interest Visitors,True
771,1,Moderate Interest Visitors,False
772,1,Moderate Interest Visitors,False
773,1,Moderate Interest Visitors,False
774,1,Moderate Interest Visitors,False
775,1,Moderate Interest Visitors,False
776,1,Moderate Interest Visitors,False
777,1,Moderate Interest Visitors,False
778,1,Moderate Interest Visitors,False
779,1,Moderate Interest Visitors,False
780,1,Moderate Interest Visitors,False
781,1,Moderate Interest Visitors,False
782,1,Moderate Interest Visitors,False
783,2,High-Value Intent Users,False
784,1,Moderate Interest Visitors,False
785,1,Moderate Interest Visitors,False
